rank,bgg_url,game_id,min_players,max_players,avg_time,min_time,max_time,year,avg_rating,geek_rating,num_votes,image_url,age,mechanic,owned,category,weight
"		3094							",https://boardgamegeek.com/boardgame/130827/rumble-dungeon,130827,3,6,20,20,20,2012,6.32181,5.78187,493,//cf.geekdo-images.com/images/pic3297337.jpg,8,Modular Board* Pick-up and Deliver* Point to Point Movement* Secret Unit Deployment,824,Bluffing* Deduction* Party Game,1.1818
"		3109							",https://boardgamegeek.com/boardgame/176435/thrashn-roll,176435,2,4,90,45,90,2015,7.03849,5.78133,215,//cf.geekdo-images.com/images/pic2650063.jpg,12,Dice Rolling* Set Collection* Simulation* Worker Placement,455,Card Game* Music,3.1667
"		3098							",https://boardgamegeek.com/boardgame/393/dinosaurs-lost-world,393,1,4,90,90,90,1987,6.52551,5.78125,372,//cf.geekdo-images.com/images/pic675608.jpg,8,Modular Board,601,Adventure* Novel-based,1.907
"		3111							",https://boardgamegeek.com/boardgame/32002/forged-steel,32002,2,4,120,60,120,2016,7.49862,5.7809,149,//cf.geekdo-images.com/images/pic2813061.png,13,Action Point Allowance System* Area Control / Area Influence* Campaign / Battle Card Driven* Hand Management* Simultaneous Action Selection* Variable Player Powers* Voting,331,American West* City Building* Economic* Industry / Manufacturing* Territory Building,3.5833
"		3099							",https://boardgamegeek.com/boardgame/23779/enemy-chocolatier,23779,2,6,60,60,60,2006,6.66043,5.78075,307,//cf.geekdo-images.com/images/pic980833.jpg,10,Area Control / Area Influence* Modular Board,645,Economic,2.0727
"		3100							",https://boardgamegeek.com/boardgame/1708/stellar-conquest,1708,2,4,240,240,240,1975,6.3358,5.78047,512,//cf.geekdo-images.com/images/pic243276.jpg,12,Card Drafting* Dice Rolling* Hex-and-Counter* Secret Unit Deployment,1247,Economic* Science Fiction* Space Exploration* Wargame,3.169
"		3102							",https://boardgamegeek.com/boardgame/122890/mercante,122890,3,5,60,60,60,2012,6.67842,5.78026,274,//cf.geekdo-images.com/images/pic1355950.jpg,12,Auction/Bidding* Commodity Speculation* Variable Player Powers* Worker Placement,738,Economic* Renaissance,2.8333
"		3103							",https://boardgamegeek.com/boardgame/133437/dead-panic,133437,2,6,90,90,90,2013,6.14247,5.78022,726,//cf.geekdo-images.com/images/pic1721153.jpg,13,Action Point Allowance System* Co-operative Play* Dice Rolling* Hand Management* Variable Player Powers,1801,Zombies,2.275
"		3106							",https://boardgamegeek.com/boardgame/884/way-out-west,884,3,5,120,90,120,2000,6.16484,5.77993,638,//cf.geekdo-images.com/images/pic198418.jpg,12,Tile Placement* Worker Placement,1078,American West,2.6053
"		3101							",https://boardgamegeek.com/boardgame/71668/after-pablo,71668,2,4,120,120,120,2010,7.42595,5.7799,153,//cf.geekdo-images.com/images/pic727399.jpg,17,Area Control / Area Influence* Hand Management,150,Economic* Fighting* Mafia,3.5556
"		3105							",https://boardgamegeek.com/boardgame/61028/d-day-dice-free-trial-version,61028,1,4,20,20,20,2009,6.72228,5.7798,272,//cf.geekdo-images.com/images/pic1015555.jpg,8,Co-operative Play* Dice Rolling* Simultaneous Action Selection,365,Dice* World War II,1.8158
"		3107							",https://boardgamegeek.com/boardgame/27965/tide-sunrise-russo-japanese-war-1904-1905,27965,1,2,240,240,240,2010,7.18016,5.77962,184,//cf.geekdo-images.com/images/pic212287.jpg,12,Hex-and-Counter,650,Post-Napoleonic* Wargame,2.3214
"		3306							",https://boardgamegeek.com/boardgame/192673/martians-story-civilization,192673,1,4,150,90,150,2016,6.78738,5.77957,324,//cf.geekdo-images.com/images/pic3166796.jpg,14,Action Point Allowance System* Co-operative Play* Variable Player Powers* Worker Placement,1252,City Building* Civilization* Economic* Exploration* Science Fiction* Space Exploration,3.7692
"		3129							",https://boardgamegeek.com/boardgame/36597/serpents-seas,36597,1,4,150,150,150,2010,7.73615,5.77955,135,//cf.geekdo-images.com/images/pic696268.jpg,0,Dice Rolling* Hex-and-Counter* Simulation,747,American Revolutionary War* Nautical* Wargame,3.04
"		3108							",https://boardgamegeek.com/boardgame/16373/techno-witches,16373,2,4,50,30,50,2005,6.20316,5.77954,600,//cf.geekdo-images.com/images/pic102691.jpg,10,Action / Movement Programming* Modular Board* Simulation,1032,Fantasy* Racing,1.4651
"		3119							",https://boardgamegeek.com/boardgame/127784/suspend,127784,1,4,15,15,15,2012,6.42073,5.77905,428,//cf.geekdo-images.com/images/pic1405269.jpg,8,Dice Rolling,896,Action / Dexterity,1
"		3112							",https://boardgamegeek.com/boardgame/1883/cataphract,1883,2,2,360,360,360,1999,7.28475,5.77886,175,//cf.geekdo-images.com/images/pic2491087.jpg,12,Hex-and-Counter,582,Ancient* Wargame,3.3667
"		3124							",https://boardgamegeek.com/boardgame/941/turbo-taxi,941,2,4,30,30,30,2000,6.04553,5.77862,1007,//cf.geekdo-images.com/images/pic90095.jpg,8,none,1352,Puzzle* Real-time,1.4746
"		3114							",https://boardgamegeek.com/boardgame/109451/fistful-penguins,109451,1,6,15,15,15,2011,6.09557,5.7784,835,//cf.geekdo-images.com/images/pic1105910.jpg,8,Dice Rolling* Set Collection,1122,Animals* Children's Game* Dice,1.3467
"		3113							",https://boardgamegeek.com/boardgame/13403/three-battles-manassas,13403,2,2,180,180,180,2004,7.90264,5.77834,123,//cf.geekdo-images.com/images/pic188208.jpg,14,Hex-and-Counter,547,American Civil War* Wargame,3.4348
"		3115							",https://boardgamegeek.com/boardgame/67917/colonialism,67917,2,4,90,90,90,2013,6.86769,5.77812,229,//cf.geekdo-images.com/images/pic1613797.jpg,12,Action Point Allowance System* Area Control / Area Influence* Campaign / Battle Card Driven* Hand Management,552,Bluffing* Political* World War I,2.8889
"		3116							",https://boardgamegeek.com/boardgame/26148/affentennis,26148,2,2,60,60,60,2006,7.18044,5.77812,182,//cf.geekdo-images.com/images/pic155388.jpg,0,none,191,Action / Dexterity* Sports,1.5926
"		3118							",https://boardgamegeek.com/boardgame/161108/fleet-commander-1-ignition,161108,2,2,60,60,60,2014,7.97975,5.77783,237,//cf.geekdo-images.com/images/pic2061053.png,12,Dice Rolling* Grid Movement* Hand Management* Secret Unit Deployment,301,Miniatures* Science Fiction,2.5227
"		3130							",https://boardgamegeek.com/boardgame/4453/statis-pro-basketball,4453,1,2,90,90,90,1972,6.93504,5.77781,234,//cf.geekdo-images.com/images/pic690318.jpg,12,Simulation,425,Card Game* Sports,2.1389
"		3120							",https://boardgamegeek.com/boardgame/3083/submarine,3083,1,6,180,180,180,1976,6.42641,5.7777,435,//cf.geekdo-images.com/images/pic39818.jpg,12,Action / Movement Programming* Hex-and-Counter* Modular Board* Secret Unit Deployment,1210,Nautical* Wargame* World War II,3.2206
"		3117							",https://boardgamegeek.com/boardgame/3412/brandywine,3412,2,2,240,240,240,2000,7.25968,5.77767,173,//cf.geekdo-images.com/images/pic468450.jpg,12,Hex-and-Counter,539,Age of Reason* American Revolutionary War* Wargame,2.6111
"		3121							",https://boardgamegeek.com/boardgame/170901/jarl-vikings-tile-laying-game,170901,2,2,25,15,25,2015,7.15503,5.77743,195,//cf.geekdo-images.com/images/pic2373249.jpg,13,Grid Movement* Tile Placement,674,Abstract Strategy* Movies / TV / Radio theme,2.4286
"		3122							",https://boardgamegeek.com/boardgame/110286/zong-shi,110286,3,5,90,60,90,2012,6.58337,5.7774,297,//cf.geekdo-images.com/images/pic1115593.jpg,13,Set Collection* Worker Placement,554,Medieval,2.5517
"		3133							",https://boardgamegeek.com/boardgame/126750/sky-tango,126750,2,4,20,20,20,2012,6.38141,5.77736,426,//cf.geekdo-images.com/images/pic2305470.png,8,Hand Management* Set Collection,898,Animals* Card Game,1.3871
"		3134							",https://boardgamegeek.com/boardgame/129165/wings-glory-ww1-duel-pack,129165,2,2,30,30,30,2013,7.94932,5.77697,146,//cf.geekdo-images.com/images/pic1421323.jpg,13,Action / Movement Programming* Simulation* Simultaneous Action Selection,430,Aviation / Flight* Fighting* Miniatures* Wargame* World War I,2.4167
"		3136							",https://boardgamegeek.com/boardgame/1982/black-spy,1982,3,6,45,45,45,1981,6.2618,5.77695,507,//cf.geekdo-images.com/images/pic1629166.jpg,14,Trick-taking,1175,Card Game* Spies/Secret Agents,1.4286
"		3132							",https://boardgamegeek.com/boardgame/1203/witch-trial,1203,3,7,45,45,45,2001,6.24948,5.77692,617,//cf.geekdo-images.com/images/pic576325.jpg,10,none,1146,Card Game* Negotiation,1.697
"		3123							",https://boardgamegeek.com/boardgame/8935/shazamm,8935,2,2,30,30,30,2003,6.23898,5.77679,568,//cf.geekdo-images.com/images/pic37522.jpg,10,Auction/Bidding* Hand Management* Simultaneous Action Selection,950,Bluffing* Card Game* Fantasy,1.8889
"		3104							",https://boardgamegeek.com/boardgame/146149/speed-cups,146149,2,4,15,15,15,2013,6.25248,5.77677,578,//cf.geekdo-images.com/images/pic1738026.jpg,6,Pattern Building,899,Action / Dexterity* Children's Game* Real-time,1.0625
"		3416							",https://boardgamegeek.com/boardgame/193308/spyfall-2,193308,3,12,10,10,0,2017,7.48594,5.77657,155,//cf.geekdo-images.com/images/pic2880773.jpg,13,Acting* Memory* Role Playing* Voting,702,Bluffing* Deduction* Party Game* Spies/Secret Agents,1.3333
"		3131							",https://boardgamegeek.com/boardgame/5680/lee-vs-grant,5680,2,2,120,120,120,1988,7.04465,5.77634,215,//cf.geekdo-images.com/images/pic199208.jpg,12,Hex-and-Counter* Simulation,681,American Civil War* Wargame,3.1622
"		3127							",https://boardgamegeek.com/boardgame/10653/pirates-spanish-main,10653,2,10,30,30,30,2004,5.9975,5.77603,2534,//cf.geekdo-images.com/images/pic55109.jpg,10,Dice Rolling* Pick-up and Deliver* Point to Point Movement,4237,Collectible Components* Miniatures* Nautical* Pirates* Wargame,1.7802
"		3128							",https://boardgamegeek.com/boardgame/3495/harry-potter-trading-card-game,3495,2,2,20,20,20,2001,6.17229,5.77579,806,//cf.geekdo-images.com/images/pic201961.jpg,9,Action Point Allowance System* Hand Management* Variable Player Powers,1445,Card Game* Collectible Components* Fantasy* Fighting* Novel-based,1.973
"		3148							",https://boardgamegeek.com/boardgame/13507/wink,13507,3,8,20,20,20,1994,6.73598,5.77546,264,//cf.geekdo-images.com/images/pic2378096.jpg,8,none,617,Card Game* Party Game,1.15
"		3125							",https://boardgamegeek.com/boardgame/173460/dark-dealings,173460,1,6,20,15,20,2016,6.9091,5.77536,233,//cf.geekdo-images.com/images/pic2772460.jpg,12,Auction/Bidding* Card Drafting* Player Elimination,726,Card Game* Fantasy* Fighting,1.8
"		3135							",https://boardgamegeek.com/boardgame/5677/arnhem,5677,2,2,90,90,90,1976,7.19905,5.77519,193,//cf.geekdo-images.com/images/pic1003714.jpg,12,Hex-and-Counter,426,Wargame* World War II,2.3143
"		3137							",https://boardgamegeek.com/boardgame/16805/panzer-grenadier-road-berlin,16805,2,2,120,120,120,2005,7.35621,5.77505,161,//cf.geekdo-images.com/images/pic71345.jpg,12,Hex-and-Counter,473,Wargame* World War II,2.7742
"		3138							",https://boardgamegeek.com/boardgame/3279/magi-nation-duel,3279,2,4,60,60,60,2000,7.01239,5.77504,233,//cf.geekdo-images.com/images/pic137225.jpg,10,Hand Management* Player Elimination* Variable Player Powers,288,Card Game* Collectible Components* Fantasy,2.7143
"		3141							",https://boardgamegeek.com/boardgame/56995/twelve-doctors-doctor-who-card-game,56995,2,2,30,30,30,2009,7.82105,5.77478,133,//cf.geekdo-images.com/images/pic841416.jpg,9,Hand Management,282,Card Game* Fighting* Movies / TV / Radio theme* Science Fiction,2.3333
"		3147							",https://boardgamegeek.com/boardgame/33732/tulipmania-1637,33732,3,5,60,60,60,2009,6.1715,5.7746,661,//cf.geekdo-images.com/images/pic302221.jpg,0,Auction/Bidding* Commodity Speculation* Simultaneous Action Selection,877,Economic* Pike and Shot,2.4714
"		3145							",https://boardgamegeek.com/boardgame/170225/drcongo,170225,1,4,120,120,120,2015,7.17298,5.77456,181,//cf.geekdo-images.com/images/pic2345066.jpg,14,Auction/Bidding* Commodity Speculation* Route/Network Building* Variable Phase Order,462,City Building* Economic* Industry / Manufacturing* Political* Transportation,3.5455
"		3140							",https://boardgamegeek.com/boardgame/2375/sequence,2375,2,12,120,10,120,1982,5.90069,5.7745,4479,//cf.geekdo-images.com/images/pic212893.jpg,7,Hand Management* Partnerships* Pattern Building,7960,Abstract Strategy* Card Game,1.3632
"		3143							",https://boardgamegeek.com/boardgame/41833/creationary,41833,3,8,30,30,30,2009,5.98022,5.77447,1308,//cf.geekdo-images.com/images/pic508464.jpg,7,Storytelling,2780,Party Game,1.3538
"		3144							",https://boardgamegeek.com/boardgame/25008/italia,25008,3,4,240,240,240,2006,6.75527,5.77437,275,//cf.geekdo-images.com/images/pic159519.jpg,10,Area Movement* Dice Rolling* Variable Player Powers,683,Ancient* Wargame,3.2286
"		3154							",https://boardgamegeek.com/boardgame/15261/trump-tricks-game,15261,3,4,45,45,45,2005,6.48089,5.77435,348,//cf.geekdo-images.com/images/pic206017.jpg,8,Trick-taking,770,Animals* Card Game,1.907
"		3163							",https://boardgamegeek.com/boardgame/316/chase,316,2,2,45,45,45,1986,6.81898,5.77434,266,//cf.geekdo-images.com/images/pic19452.jpg,10,Grid Movement,438,Abstract Strategy* Dice,2.6486
"		3157							",https://boardgamegeek.com/boardgame/147363/yu-gi-oh-dice-masters,147363,2,2,60,60,60,2015,6.94387,5.77399,212,//cf.geekdo-images.com/images/pic2387508.jpg,14,Deck / Pool Building* Dice Rolling* Variable Player Powers,543,Collectible Components* Comic Book / Strip* Dice* Fantasy* Fighting* Game System* Movies / TV / Radio theme* Video Game Theme,2
"		3249							",https://boardgamegeek.com/boardgame/192947/camel-cards,192947,2,6,60,30,60,2016,6.89431,5.77374,246,//cf.geekdo-images.com/images/pic3152346.jpg,8,Betting/Wagering* Hand Management,694,Card Game,1.3333
"		3288							",https://boardgamegeek.com/boardgame/203417/exit-game-secret-lab,203417,1,6,90,45,90,2016,7.43259,5.77359,158,//cf.geekdo-images.com/images/pic3332425.jpg,12,Co-operative Play,388,Deduction,3
"		3149							",https://boardgamegeek.com/boardgame/4/tal-der-konige,4,2,4,60,60,60,1992,6.60454,5.77344,313,//cf.geekdo-images.com/images/pic285299.jpg,12,Action Point Allowance System* Area Control / Area Influence* Auction/Bidding* Set Collection,519,Ancient,2.6667
"		3146							",https://boardgamegeek.com/boardgame/31697/corps-command-totensonntag,31697,2,2,120,120,120,2007,6.77302,5.77311,291,//cf.geekdo-images.com/images/pic2573199.png,0,Dice Rolling* Hex-and-Counter* Variable Phase Order,589,Wargame* World War II,1.98
"		3155							",https://boardgamegeek.com/boardgame/17857/18scan,17857,2,4,180,180,180,2005,7.29406,5.77307,160,//cf.geekdo-images.com/images/pic215530.jpg,12,Route/Network Building* Stock Holding* Tile Placement,162,Economic* Trains* Transportation,3.6667
"		3152							",https://boardgamegeek.com/boardgame/34639/dungeon-d,34639,1,1,60,60,60,2008,7.21525,5.77289,204,//cf.geekdo-images.com/images/pic301315.jpg,0,Hand Management* Modular Board* Role Playing* Variable Player Powers,371,Adventure* Card Game* Exploration* Fantasy* Print & Play,2.3243
"		3153							",https://boardgamegeek.com/boardgame/147999/handler-der-karibik,147999,2,4,20,20,20,2013,6.80407,5.77276,241,//cf.geekdo-images.com/images/pic1777806.jpg,8,Card Drafting* Press Your Luck* Set Collection,337,Card Game* Nautical* Pirates,1.8421
"		3142							",https://boardgamegeek.com/boardgame/1549/password,1549,3,4,30,30,30,1962,6.10619,5.77246,793,//cf.geekdo-images.com/images/pic42588.jpg,10,Partnerships,1556,Movies / TV / Radio theme* Party Game* Word Game,1.5342
"		3156							",https://boardgamegeek.com/boardgame/43691/delve-dice-game,43691,1,1,20,20,20,2009,6.47901,5.77229,385,//cf.geekdo-images.com/images/pic498981.jpg,0,Dice Rolling* Paper-and-Pencil,537,Adventure* Fighting* Print & Play,1.2759
"		3150							",https://boardgamegeek.com/boardgame/33150/cranium-wow,33150,4,16,60,60,60,2007,6.18813,5.7719,738,//cf.geekdo-images.com/images/pic336770.jpg,12,Acting* Line Drawing* Paper-and-Pencil* Partnerships* Roll / Spin and Move* Singing,1657,Movies / TV / Radio theme* Party Game* Trivia* Word Game,1.4231
"		3158							",https://boardgamegeek.com/boardgame/165004/onus-rome-vs-carthage,165004,1,4,60,60,60,2014,7.91526,5.77182,156,//cf.geekdo-images.com/images/pic2242816.jpg,12,Campaign / Battle Card Driven* Card Drafting* Dice Rolling* Simultaneous Action Selection,409,Ancient* Miniatures* Wargame,2.6842
"		3159							",https://boardgamegeek.com/boardgame/12282/grand-illusion-mirage-glory-1914,12282,2,2,240,240,240,2004,6.94373,5.77178,220,//cf.geekdo-images.com/images/pic70544.jpg,12,Action Point Allowance System* Area-Impulse* Dice Rolling* Hex-and-Counter* Simulation,766,Wargame* World War I,3.1964
"		3165							",https://boardgamegeek.com/boardgame/155460/hobbit-unexpected-journey-deck-building-game,155460,2,5,45,45,45,2014,7.01427,5.77171,226,//cf.geekdo-images.com/images/pic2060686.jpg,15,Deck / Pool Building,673,Card Game* Movies / TV / Radio theme,2.2
"		3174							",https://boardgamegeek.com/boardgame/172896/dont-turn-your-back,172896,2,4,60,45,60,2015,7.28417,5.77171,167,//cf.geekdo-images.com/images/pic2401802.jpg,13,Area Control / Area Influence* Deck / Pool Building* Worker Placement,335,Horror,2.5556
"		3168							",https://boardgamegeek.com/boardgame/54507/savannah-tails,54507,2,5,30,30,30,2009,6.28481,5.77155,472,//cf.geekdo-images.com/images/pic572120.jpg,8,Hand Management,653,Animals* Racing,1.5227
"		3160							",https://boardgamegeek.com/boardgame/379/express,379,2,6,60,60,60,1990,6.19021,5.7715,576,//cf.geekdo-images.com/images/pic1254446.jpg,8,Set Collection* Take That,1050,Card Game* Trains,1.6712
"		3151							",https://boardgamegeek.com/boardgame/154880/vudu,154880,3,6,30,30,30,2014,6.53216,5.77115,398,//cf.geekdo-images.com/images/pic3479731.jpg,8,Acting* Dice Rolling* Hand Management,698,Action / Dexterity* Humor* Party Game,1.1667
"		3161							",https://boardgamegeek.com/boardgame/30641/monuments-wonders-antiquity,30641,2,4,60,45,60,2008,6.41448,5.77112,371,//cf.geekdo-images.com/images/pic301631.jpg,10,Area Control / Area Influence* Hand Management* Set Collection,629,Ancient,2.3617
"		3162							",https://boardgamegeek.com/boardgame/162865/i-spy,162865,2,4,90,90,90,2015,7.39224,5.77111,165,//cf.geekdo-images.com/images/pic2086976.jpg,13,Hand Management* Point to Point Movement,343,Bluffing* Deduction* Spies/Secret Agents* World War I,3.0455
